Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
Lebanon,422,Latest,2007,Men,,0.3,2.7,19.4,51.7,71.8,85.9,89.6,90.7,90.7,92.7,86.8,,Survey,UNSD,Lebanon 2007  Living Conditions Survey,,,
Lebanon,422,Latest,2007,Women,,3.3,18.8,46.9,64.1,72,72.4,76.6,72.8,71.2,63.3,47.1,,Survey,UNSD,Lebanon 2007  Living Conditions Survey,,,
Lesotho,426,Around 1970,1966,Men,,1.2,23.1,66.6,83.3,86.9,88,88.2,86.6,86.5,84.8,78.3,,Census,US Census Bureau,,,Data pertain to African population only. ,
Lesotho,426,Around 1970,1966,Women,,21.7,76.2,86.7,85.6,82.5,77.3,68.5,56.6,47.6,38.3,20.5,,Census,US Census Bureau,,,Data pertain to African population only. ,
Lesotho,426,Around 1985,1986,Men,,1.5,24.8,67.3,83.3,87.6,88.4,89.3,87.6,87.3,84.9,79.3,,Census,US Census Bureau,,,,
Lesotho,426,Around 1985,1986,Women,,17.3,65.5,78.9,80.5,79.9,77.6,74.7,67.6,61.3,53.8,37.9,,Census,US Census Bureau,,,,
Lesotho,426,..,2001,Men,x,1.5,19.7,51.9,69.8,77.8,81.6,82.6,85.7,85.5,82.2,79.6,x,Survey,National statistics,Lesotho 2001 Demographic Survey,Data shown for age group 65+ pertain age group 65-69.,,
Lesotho,426,..,2001,Women,x,13,46.1,62.2,68.9,71.4,69.8,66.5,60.6,55.9,47.2,37,x,Survey,National statistics,Lesotho 2001 Demographic Survey,Data shown for age group 65+ pertain age group 65-69.,,
Lesotho,426,Around 2005,2004,Men,,0.4,20.2,53.5,69.7,76.4,75.5,77.7,77.2,82.3,,,x,Survey,DHS,Lesotho 2004 Demographic and Health Survey,,,Data presented do not sum up to 100 by more than 0.5 percentage points due to missing values.
Lesotho,426,Around 2005,2004,Women,,17.1,53.3,67.1,72.6,66.4,64.4,64.6,,,,,x,Survey,DHS,Lesotho 2004 Demographic and Health Survey,,,
Lesotho,426,Latest,2006,Men,,2.3,20.6,51,69.9,76.2,78.6,79.9,80.2,80.7,79.9,72.7,x,Census,UNSD,,,,
Lesotho,426,Latest,2006,Women,,13.8,46.4,60.9,65.7,66.4,65,62.9,58.5,53.7,48.1,29.5,x,Census,UNSD,,,,
Liberia,430,Around 1970,1974,Men,,2.9,23.6,54,71.7,78.8,81.2,83.2,82.1,82.6,77.5,72.6,,Census,UNSD,,,,
Liberia,430,Around 1970,1974,Women,,40.9,74.8,86.2,88.2,88.1,83.3,79.3,70.8,63.8,47,33.4,,Census,UNSD,,,,
Liberia,430,Around 1985,1984,Men,,3.1,21.4,52.9,73.3,80.1,82.8,84.4,83.8,83.6,80.5,74.6,,Census,UNSD,,,,
Liberia,430,Around 1985,1984,Women,,34.2,67.1,81,85.7,86.4,82.8,79,74.1,68.1,57.1,39.8,,Census,UNSD,,,,
Liberia,430,Around 2005,2007,Men,,2.6,27.4,61.9,79.4,87.8,93.2,90.3,,,,,x,Survey,DHS,Liberia 2007 Demographic and Health Survey,,,Data presented do not sum up to 100 by more than 0.5 percentage points due to missing values.
Liberia,430,Around 2005,2007,Women,,19.1,54.3,72.7,84.2,84.9,81.8,80.4,,,,,x,Survey,DHS,Liberia 2007 Demographic and Health Survey,,,
Liberia,430,Latest,2008,Men,,8.8,20.7,45.7,65.1,76.1,80.8,83.1,82.5,82.6,80.3,73.3,x,Census,UNSD,,,,
Liberia,430,Latest,2008,Women,,19.4,51,68.4,75.9,79.8,76.7,73.2,63.6,56.7,46.1,30.7,x,Census,UNSD,,,,
Libya,434,Around 1970,1973,Men,,1.9,30.8,75.7,92.7,96,96.6,96.8,96,95.3,93,83.7,,Census,UNSD,,,,
Libya,434,Around 1970,1973,Women,,36.7,82.5,92.8,94.2,93.6,89.9,84.1,73.1,64.5,50.4,26.6,,Census,UNSD,,,,
Libya,434,Around 1985,1984,Men,,1.1,12,52,85.1,95.2,97.1,97.5,97.3,96.7,95.8,87.5,,Census,UNSD,,,,
Libya,434,Around 1985,1984,Women,,8.7,46.9,78.9,89.7,91.2,89.8,85.6,80.1,73.1,60.2,32.5,,Census,UNSD,,,,
Libya,434,Around 1995,1995,Men,x,0.1,1.2,13.1,56.7,87.7,96,97.3,99.1,97.7,96.8,96.8,,Survey,PAPCHILD,Libya 1995 Maternal and Child Health Survey,Data shown for age group 65+ pertain age group 65-69.,,
Libya,434,Around 1995,1995,Women,x,0.9,12,39.6,67.6,83.6,87.4,87.6,84.4,74.3,60.6,59.5,,Survey,PAPCHILD,Libya 1995 Maternal and Child Health Survey,Data shown for age group 65+ pertain age group 65-69.,,
Libya,434,Latest,2006,Men,,0.5,1.4,10.2,38.1,71.9,88.6,93.7,95.4,95.4,95,90.6,,Census,UNSD,,,,Provisional data.
Libya,434,Latest,2006,Women,,2.4,14.9,38.9,54.7,64.9,75.2,80.7,78.3,72.4,63.3,40.2,,Census,UNSD,,,,Provisional data.
Liechtenstein,438,..,1960,Men,,0.3,10.2,47.9,72.4,81.9,83.8,79.8,78.9,76.6,79.2,61.4,,Census,UNSD,,,,
Liechtenstein,438,..,1960,Women,,1.8,27.3,63,76.8,80.1,78,73,66.1,58,52.2,30.7,,Census,UNSD,,,,
Liechtenstein,438,Around 1985,1985,Men,,0.1,7.4,41.4,71.2,81.1,81.8,86.4,85.2,86.5,84,73.3,,Estimate,UNSD,,,,
Liechtenstein,438,Around 1985,1985,Women,,0.8,22.8,57.1,76.5,79.9,79.9,79.3,74.4,69.2,61.6,31.9,,Estimate,UNSD,,,,
Liechtenstein,438,Around 1995,1997,Men,,0.5,7.9,27,55.4,70.4,77.2,80.2,81.4,81.3,82,77.4,,Estimate,UNSD,,,,
Liechtenstein,438,Around 1995,1997,Women,,1.4,16.6,41.7,63.4,72.8,74.9,75.8,72.4,73.8,63.5,35.7,,Estimate,UNSD,,,,
Liechtenstein,438,Around 2005,2005,Men,,0,5.3,23.2,50.5,64.1,72.1,74.3,79.8,79.5,79.8,79,,Estimate,UNSD,,,,
Liechtenstein,438,Around 2005,2005,Women,,1.5,13.3,37.8,61.9,68.4,71.6,71.8,72.9,72,66.5,41.7,,Estimate,UNSD,,,,
Liechtenstein,438,Latest,2010,Men,,0.1,4,20.5,43.6,60,66.7,69.4,73.4,78,77.9,76.7,,Estimate,UNSD,,,,
Liechtenstein,438,Latest,2010,Women,,0.2,12,33.4,57.1,68.5,67.7,69.1,69.4,69.2,69.2,44.3,,Estimate,UNSD,,,,
Lithuania,440,..,1979,Men,x,,30.8,73.2,83.4,86.6,88.9,90.6,90.8,90.5,88.6,85.7,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Lithuania,440,..,1979,Women,x,,50.5,78.6,82.4,82.3,80.3,77.2,71.2,62.9,52.6,43.2,,Census,National statistics,,Data shown for age group 65+ pertain age group 65-69.,,
Lithuania,440,Around 1985,1989,Men,,2.2,33,74.6,83,83.7,84.2,84.7,86.4,87.4,87.2,77.7,,Census,UNSD,,,,
Lithuania,440,Around 1985,1989,Women,,6.4,55.7,78.6,81.4,80.4,78.3,75.7,72.3,66.5,56.9,29.2,,Census,UNSD,,,,
Lithuania,440,..,2001,Men,,0.5,16.5,52.9,70.6,75.9,77.9,76.7,77.9,79.5,80.5,77,,Census,UNSD,,,,
Lithuania,440,..,2001,Women,,2.4,32.6,63.8,71.2,72.2,71.1,68.2,66,62.2,56.6,33.2,,Census,UNSD,,,,
Lithuania,440,Around 2005,2005,Men,,0.4,11.5,42,60,68.2,71.7,73.5,74,76.3,78.6,75.2,,Estimate,UNSD,,,,
Lithuania,440,Around 2005,2005,Women,,1.8,22.4,54.8,64.8,67.4,67.4,65.3,62.8,59.8,55.2,34.3,,Estimate,UNSD,,,,
Lithuania,440,Latest,2011,Men,,0,2.9,23.8,50.3,60.6,65.8,70.7,73.1,73.9,76,76.1,,Estimate,UNSD,,,,
Lithuania,440,Latest,2011,Women,,0.2,8.8,38.4,60,64.3,65,64.8,63.2,59.9,56.2,37.3,,Estimate,UNSD,,,,
Luxembourg,442,Around 1970,1970,Men,,0.5,22.9,63.7,77.1,82,83.7,85.2,84.2,82,79.6,65.5,,Census,UNSD,,,,
Luxembourg,442,Around 1970,1970,Women,,5.9,53.7,81.2,86.2,85.9,83.8,79.2,74.1,65.9,57.2,32.6,,Census,UNSD,,,,
Luxembourg,442,Around 1985,1981,Men,,0.4,18.9,59.5,77.3,81.5,82.4,84.2,85,85.3,83.4,69.2,,Census,UNSD,,,,
Luxembourg,442,Around 1985,1981,Women,,4.2,42.7,73,81.9,83.4,83.1,81.8,77.5,69,59.4,31.1,,Census,UNSD,,,,
Luxembourg,442,Around 1995,1991,Men,,0.4,10.5,41.3,66.7,76.2,80.2,81.6,81.9,83.5,83,72.4,,Census,UNSD,,,,
Luxembourg,442,Around 1995,1991,Women,,2.4,25.2,58.1,74.6,79,80.1,79.7,78,74.2,65.8,32,,Census,UNSD,,,,
Luxembourg,442,Latest,2001,Men,,0.2,6,29.7,55.6,69.7,74.7,77.9,80.1,80.6,80.5,75,,Census,UNSD,,,,
Luxembourg,442,Latest,2001,Women,,1.4,17.2,47.1,67.4,74.2,75.8,75.7,76,73,67.8,38.5,,Census,UNSD,,,,
Madagascar,450,Around 1970,1975,Men,,8.6,44.8,74.8,85,87.7,88.2,88.6,87.2,85.5,82.3,73.4,,Census,UNSD,,,,
Madagascar,450,Around 1970,1975,Women,,32.4,64.5,78.7,82.5,82.8,79.7,76.1,67.2,58.4,45.8,26.5,,Census,UNSD,,,,
Madagascar,450,Around 1995,1993,Men,,6.5,35.2,66,80.1,86.4,87.8,86.6,85.3,84.6,81.5,72.1,,Census,UNSD,,,,
Madagascar,450,Around 1995,1993,Women,,24.9,56.5,71.6,76.2,76,72.9,67.6,60.9,54.3,44.1,25.6,,Census,UNSD,,,,
Madagascar,450,..,1997,Women,,27.9,62,74.1,79.5,75.8,77.5,71.8,,,,,x,Survey,DHS,Madagascar 1997 Demographic and Health Survey,,,
Madagascar,450,Around 2005,2004,Men,,5.4,38.7,74,78,86.4,92.2,90.6,90.4,90.1,,,x,Survey,DHS,Madagascar 2003-2004 Demographic and Health Survey,,,
Madagascar,450,Around 2005,2004,Women,,27.2,62.9,76.3,78.4,80.6,75.9,68.7,,,,,x,Survey,DHS,Madagascar 2003-2004 Demographic and Health Survey,,,
Madagascar,450,Latest,2008,Men,,11.4,50.5,78.2,89.1,89.9,92.3,93.6,87.7,90,,,x,Survey,DHS,Madagascar 2008-2009 Demographic and Health Survey,,,
Madagascar,450,Latest,2008,Women,,33.7,73,82.9,83.7,82.7,79.8,76.2,,,,,x,Survey,DHS,Madagascar 2008-2009 Demographic and Health Survey,,,
Malawi,454,..,1977,Men,,5.8,48.6,83.2,91.3,93.4,93.6,94,93.4,93.5,91.8,86.9,,Census,UNSD,,,,
Malawi,454,..,1977,Women,,47.2,84.8,88.8,88.6,87.4,84.4,80,73.9,66.7,57.4,39.5,,Census,UNSD,,,,
Malawi,454,Around 1985,1987,Men,,5.2,44.2,78.4,89.2,92.1,92.9,93.3,93,93,91.3,86.2,,Census,UNSD,,,,
Malawi,454,Around 1985,1987,Women,,39.6,79.3,85.7,86.4,85.2,82.2,78.4,72.1,65.9,56.9,38.8,,Census,UNSD,,,,
Malawi,454,Around 1995,1992,Men,,,36.2,79.8,87.3,90.4,91.9,87.9,92.7,,,,x,Survey,DHS,Malawi 1992 Demographic and Health Survey,,,
Malawi,454,Around 1995,1992,Women,,35.8,78.7,85.1,89.2,84.7,79.9,74.1,,,,,x,Survey,DHS,Malawi 1992 Demographic and Health Survey,,,
Malawi,454,Around 2005,2004,Men,,2.3,44.2,77.7,91.8,95.1,96.1,95.4,96.7,,,,x,Survey,DHS,Malawi 2004 Demographic and Health Survey,,,
Malawi,454,Around 2005,2004,Women,,32.9,79.5,84.1,82.8,80.8,80.6,72.7,,,,,x,Survey,DHS,Malawi 2004 Demographic and Health Survey,,,
Malawi,454,Latest,2010,Men,,2.2,37.6,78.9,90.9,92.4,93.6,93.5,90.4,,,,x,Survey,DHS,Malawi 2010 Demographic and Health Survey,,,
Malawi,454,Latest,2010,Women,,23.4,76.2,84.5,81.1,80.9,77.4,74.2,,,,,x,Survey,DHS,Malawi 2010 Demographic and Health Survey,,,
Malaysia,458,Around 1970,1970,Men,,3,25.7,66.7,85.6,90.9,92.3,91.9,90,87.5,83,73,,Census,UNSD,,,,
Malaysia,458,Around 1970,1970,Women,,16.6,56.3,83.3,89.7,89.5,85.8,80.2,70,60.6,46.5,28.3,,Census,UNSD,,,,
Malaysia,458,Around 1985,1980,Men,,1.2,19.2,59.4,84.4,91.4,93.1,93.1,92.1,90.6,86.7,76.1,,Census,UNSD,,,,
Malaysia,458,Around 1985,1980,Women,,10,47.4,76.9,86.6,89.3,87.3,82.6,73.5,64.2,50.1,29.7,,Census,UNSD,,,,
Malaysia,458,Around 1995,1991,Men,,1.3,14,50.4,78.8,88.8,92.5,93.9,93.6,92.7,90.1,80.6,,Census,UNSD,,,,
Malaysia,458,Around 1995,1991,Women,,7.4,39.1,72.6,85,88.1,87.2,85.2,79.3,71.4,58.2,36.2,,Census,UNSD,,,,
Malaysia,458,Around 2005,2000,Men,,1,11.6,44.7,74.4,86.5,91,92.9,93.3,92.9,90.9,82.1,,Census,UNSD,,,,
Malaysia,458,Around 2005,2000,Women,,4.8,31,68.9,85.1,88.8,88.4,86.7,81.7,75.8,64.8,41.8,,Census,UNSD,,,,
Malaysia,458,Latest,2010,Men,,5.1,24.1,46.5,70.6,81.9,88.1,91.2,91.3,91.4,88.9,79.7,,Census,UNSD,,,,Data have been adjusted for underenumeration.
Malaysia,458,Latest,2010,Women,,6,32.5,61.2,79.8,85.7,88,87,81.7,77.1,67.6,46.7,,Census,UNSD,,,,Data have been adjusted for underenumeration.
Maldives,462,..,1977,Men,,9.2,44.5,70.2,77.6,82.1,81.5,81.2,77.2,76.4,70.6,60.2,,Census,UNSD,,,,
Maldives,462,..,1977,Women,,44.1,78.6,86.9,87.8,87,83.6,77.2,67.4,54.3,39.6,22.6,,Census,UNSD,,,,
Maldives,462,Around 1985,1985,Men,,7.7,49.3,75.9,84.6,87.4,84.2,84.1,82.3,79.2,74,61.1,,Census,UNSD,,,,
Maldives,462,Around 1985,1985,Women,,40.7,78.6,86.8,89.4,88.7,84.9,82.8,72.9,64.6,43.3,26,,Census,UNSD,,,,
Maldives,462,Around 1995,1995,Men,,5.3,37,72,86.6,90.6,91.2,89.5,85.6,82.3,77.2,66.5,,Census,UNSD,,,,
Maldives,462,Around 1995,1995,Women,,42,74.2,85,87.8,87.8,86,82.9,74.8,69.7,52.7,33.3,,Census,UNSD,,,,
Maldives,462,Around 2005,2006,Men,,0.8,18.5,62.1,83.6,89.4,91.3,92.1,92.2,89.9,83,69.4,,Census,UNSD,,,,
Maldives,462,Around 2005,2006,Women,,6.3,49.9,80.3,86.2,87,85.8,82.2,77.5,70.9,60.1,39,,Census,UNSD,,,,
Maldives,462,Latest,2009,Women,,5.2,55,83.2,87.9,87.8,86,83.3,,,,,,Survey,DHS,Maldives 2009 Demographic and Health Survey,,,
Mali,466,..,1976,Men,,1.7,16.4,51.3,78.1,88.4,91.7,93.4,92.8,93.5,91.4,86.9,,Census,UNSD,,,,
Mali,466,..,1976,Women,,50.2,85.7,92.7,92,90.2,84.2,78.5,68,59.3,44,23.5,,Census,UNSD,,,,
Mali,466,Around 1985,1987,Men,,1.1,14.4,47.7,77.6,89.7,93.4,94.8,94.7,95.2,94,90.7,,Census,UNSD,,,,
Mali,466,Around 1985,1987,Women,,43.4,81.2,91.8,93.9,93.6,89.5,85.5,77.3,71.4,58.8,41.5,,Census,UNSD,,,,
Mali,466,Around 1995,1996,Men,,4.1,26.2,64.1,81.3,96.8,97.5,97.9,96,98.5,,,x,Survey,DHS,Mali 1995-1996 Demographic and Health Survey,,,
Mali,466,Around 1995,1996,Women,,48.6,85.4,94.5,96.1,96.9,95.7,93.5,,,,,x,Survey,DHS,Mali 1995-1996 Demographic and Health Survey,,,
Mali,466,Around 2005,2001,Men,,0.7,18.7,64.8,87.6,95.1,99.3,97.9,98.1,99.2,,,x,Survey,DHS,Mali 2001 Demographic and Health Survey,,,
Mali,466,Around 2005,2001,Women,,45.9,85,94,96.5,96.6,95.6,91.9,,,,,x,Survey,DHS,Mali 2001 Demographic and Health Survey,,,
Mali,466,Latest,2006,Men,,8.5,32,69.1,89.9,96,97.3,97.2,99.5,99.7,,,x,Survey,DHS,Mali 2006 Demographic and Health Survey,,,
Mali,466,Latest,2006,Women,,50.4,89.7,95.5,96,97.2,95.4,91.6,,,,,x,Survey,DHS,Mali 2006 Demographic and Health Survey,,,
Malta,470,Around 1970,1967,Men,,0.3,15.8,62.1,74.9,79.7,80.7,81,79,76,69.9,58,,Census,UNSD,,,,
Malta,470,Around 1970,1967,Women,,2.7,32.7,66.3,73,74.5,74.2,73.9,67.1,60.3,48.9,28.8,,Census,UNSD,,,,
Malta,470,Around 1985,1985,Men,,0.4,13,55.6,80.2,86.1,86.8,85.5,82.3,79.9,76.6,60.4,,Estimate,UNSD,,,,
Malta,470,Around 1985,1985,Women,,3,32.7,73.8,82.9,82.3,79.5,75.3,70.1,63.3,55.4,29.8,,Estimate,UNSD,,,,
Malta,470,Around 1995,1995,Men,x,0.5,11,52.8,75.4,82.3,85.1,86.2,86.4,84,80.3,67.7,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Malta,470,Around 1995,1995,Women,x,2.6,28.9,73,85.3,86.5,85.4,81.5,77.5,71.2,62.8,36.9,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Malta,470,Around 2005,2005,Men,x,0.1,3.9,34.8,65.1,75,77.4,79.8,82.2,83.3,82.7,71.7,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Malta,470,Around 2005,2005,Women,x,0.5,13.9,54.4,75.8,79.8,82.6,82.3,81.2,77.1,71.8,41,,Census,UNSD,,Data shown for age group 15-19 pertain to age group 16-19.,,
Malta,470,Latest,2010,Men,,0.1,3.9,15.9,56.7,76.3,80.6,80.9,83.9,84.3,85.3,76,,Estimate,UNSD,,,,
Malta,470,Latest,2010,Women,,0.4,13.6,34.9,73.6,81.7,83.5,84.8,84.1,77.9,75.6,44.5,,Estimate,UNSD,,,,
Marshall Islands,584,Around 1995,1999,Men,,6,39.1,68.2,78.4,83.6,87.9,90.5,90.3,89.4,81.6,68.7,,Census,US Census Bureau,,,,
Marshall Islands,584,Around 1995,1999,Women,,13.9,55.8,76.4,84,87.4,87.5,86.8,83.4,71.7,62.5,42.9,,Census,US Census Bureau,,,,
Marshall Islands,584,Latest,2007,Men,,5.4,51.1,69.9,84.2,89.3,91.7,85.3,,,,,x,Survey,National statistics,Marshall Islands 2007 Demographic Health Survey (national),,,
Marshall Islands,584,Latest,2007,Women,,21.1,64.9,81.9,91.9,90.4,90.7,85.7,,,,,x,Survey,National statistics,Marshall Islands 2007 Demographic Health Survey (national),,,
Martinique,474,Around 1970,1967,Men,,0.2,5.5,36.6,54.6,62.5,66.4,67.8,66.9,65.8,65.3,59.7,,Census,UNSD,,,,
Martinique,474,Around 1970,1967,Women,,1.6,18.6,43.8,54.9,60,59.4,57.1,53.6,50.5,43.6,25.9,,Census,UNSD,,,,
Martinique,474,Around 1985,1982,Men,,0.1,2.1,21.7,49.5,62,64.6,65.3,65.3,67.1,66.3,60.1,,Census,UNSD,,,,
Martinique,474,Around 1985,1982,Women,,0.5,8.4,32.7,48.4,55.4,56.1,56,58,53.7,47.8,30.2,,Census,UNSD,,,,
Martinique,474,..,1990,Men,x,0.1,1.7,13.2,34.8,50.3,59.6,62.8,63.9,65.6,65.5,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60-74.,,
Martinique,474,..,1990,Women,x,0.5,6.5,23.4,38.4,47.8,52.1,54.9,53.9,54.9,45,,,Census,UNSD,,Data shown for age group 60-64 pertain to age group 60-74.,,
Martinique,474,Around 1995,1999,Men,,0.1,0.9,7.9,26,38.1,47.1,55,59.3,62.7,63.6,61,,Census,UNSD,,,,
Martinique,474,Around 1995,1999,Women,,0.4,3.7,16,31.7,39.3,43,47.7,50.4,52.5,50,33.6,,Census,UNSD,,,,
Mauritania,478,..,1977,Men,,1.6,17.9,49.8,75.9,86.3,89.9,92.2,92.5,94,90.8,87.3,,Census,UNSD,,,Including nomads.,
Mauritania,478,..,1977,Women,,36.9,63.4,75.5,76.5,77,69.9,63.4,50.8,38.4,26.1,11.2,,Census,UNSD,,,Including nomads.,
Mauritania,478,Around 1985,1988,Men,,2.8,14.6,43.5,71,84.6,89,91.5,91.2,91.8,90.7,85.6,,Census,US Census Bureau,,,,
Mauritania,478,Around 1985,1988,Women,,32.1,58.3,71.6,75.4,77.3,71.7,67.2,55.6,49.7,38.6,20.8,,Census,US Census Bureau,,,,
Mauritania,478,Around 1995,1991,Men,x,0.7,6.6,31.8,66.6,82.6,91.6,92.1,94,94,94.2,92.5,,Survey,PAPCHILD,Mauritania 1990-1991 Maternal and Child Health Survey,Data shown for age group 65+ pertain age group 65-69.,,Data presented in the report do not sum up to 100 by more than 0.5 percentage points.
Mauritania,478,Around 1995,1991,Women,x,14.3,45.4,62.9,71,75.7,75.3,72.4,69.1,51.4,37,29,,Survey,PAPCHILD,Mauritania 1990-1991 Maternal and Child Health Survey,Data shown for age group 65+ pertain age group 65-69.,,
Mauritania,478,Latest,2000,Men,,0.5,7.1,36.2,71.6,84.4,92.7,96.7,94.7,96.9,,,,Survey,DHS,Mauritania 2000-2001 Demographic and Health Survey,,,
Mauritania,478,Latest,2000,Women,,24,50.9,66.5,75.7,83.1,73.7,76.6,,,,,,Survey,DHS,Mauritania 2000-2001 Demographic and Health Survey,,,
Mauritius,480,Around 1970,1972,Men,,0.6,15.6,55,80.8,88.7,89.6,89.6,88.8,86.1,81.3,69.7,x,Census,UNSD,,,,
Mauritius,480,Around 1970,1972,Women,,12.4,49.8,76,83.7,84.1,79.9,74.3,65,54.7,42.1,21.7,x,Census,UNSD,,,,
Mauritius,480,Around 1985,1983,Men,,0.6,12.7,51.8,80.8,89.6,90.5,91.4,90.1,88.2,84.8,74.6,x,Census,UNSD,,,,
Mauritius,480,Around 1985,1983,Women,,10.8,48.3,71.1,77,79.3,79,75.1,68.4,57.9,46.5,24.8,x,Census,UNSD,,,,
Mauritius,480,Around 1995,1990,Men,,0.6,12.3,44,75.1,87.6,91.3,91.5,91.1,89.4,86.7,76.3,x,Census,UNSD,,,,
Mauritius,480,Around 1995,1990,Women,,11,49.5,72.6,79.8,79.3,76.3,74.2,68.3,60.8,48.7,25.8,x,Census,UNSD,,,,
Mauritius,480,Around 2005,2000,Men,,0.6,11.1,45.6,73.5,83.1,87.8,90.4,91.3,89.9,87.9,76,x,Census,UNSD,,,,
Mauritius,480,Around 2005,2000,Women,,9.6,48.1,77,84.6,83.8,80,73.6,66,59.3,49.7,25.8,x,Census,UNSD,,,,
Mayotte,175,Latest,2007,Men,,2.8,23.4,54.4,73.1,80.3,82.4,82.4,83.4,82.5,82,77,,Census,UNSD,,,,
Mayotte,175,Latest,2007,Women,,14.3,47.7,66.1,72.4,74.4,68.8,69.2,64,58.7,47.4,29,,Census,UNSD,,,,
Mexico,484,Around 1970,1970,Men,,4.8,37.8,71.5,84.2,88.4,89.4,89.6,88.2,87.7,85.1,75.1,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 1970,1970,Women,,20.2,58.6,78.4,83.8,84.4,81.8,78.8,72.3,68,59.1,42.1,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 1985,1980,Men,,6.5,39.8,73.3,86.3,89.7,90.8,90.8,89.5,88.5,86,77.9,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 1985,1980,Women,,19.4,57.1,77.4,83.2,84.1,82.4,79.6,74.2,69.3,61.6,45.6,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 1995,1990,Men,,5.2,37.4,69.3,84.4,89.3,90.9,91.1,90.2,89.4,86.7,77.6,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 1995,1990,Women,,15.2,51.8,74.8,82.3,83.6,82.3,80.5,76.1,72,63.9,45.1,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 2005,2000,Men,,5.7,36.9,66.1,80.6,85.8,88,88.5,87.8,86.9,84,73.6,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Around 2005,2000,Women,,16.3,49.2,70.2,78.5,80,78.2,75.8,71,67,59.2,39,x,Census,UNSD,,,,Data were not adjusted for underenumeration.
Mexico,484,Latest,2010,Men,,6.2,34.2,60.3,75.5,81.6,83.5,84.7,84.6,84.9,83,72.7,x,Census,UNSD,,,,Adjusted estimate.
Mexico,484,Latest,2010,Women,,16.1,45.8,65.5,74.3,76.5,75.3,73.8,69.7,66.4,59.9,40.4,x,Census,UNSD,,,,Adjusted estimate.
Micronesia (Fed. States of),583,Around 1995,1994,Men,x,3.4,26.7,65.1,,85.2,,89,,84.2,,71.3,,Census,UNSD,,"Data pertain to age groups 15-19, 20-24, 25-34, 35-44, 45-54, 55-64 and 65+.",,
Micronesia (Fed. States of),583,Around 1995,1994,Women,x,9,39,70.8,,83.2,,77.5,,61.6,,37.4,,Census,UNSD,,"Data pertain to age groups 15-19, 20-24, 25-34, 35-44, 45-54, 55-64 and 65+.",,
Mongolia,496,..,1979,Men,,1.8,26.4,75,88.3,91,91.2,90,88.2,85.6,,,x,Census,National statistics,,,,
Mongolia,496,..,1979,Women,,15,58,85.6,90,88.4,86.1,82,74.1,64.4,,,x,Census,National statistics,,,,
Mongolia,496,Around 1985,1989,Men,,1.6,24.6,74.6,89.4,92.6,93.2,91.6,89.3,86.2,,,x,Census,National statistics,,,,
Mongolia,496,Around 1985,1989,Women,,8.7,50.8,81.3,87.1,88.4,86.4,81.4,75.4,67,,,x,Census,National statistics,,,,
Mongolia,496,Around 1995,1996,Women,,3.4,45.8,71.2,91.3,91.7,89.1,82.1,,,,,x,Survey,National statistics,Mongolia 1996 Second Demographic Survey,,,
Mongolia,496,Around 2005,2000,Men,,1.3,28.8,66.7,82.6,87.8,90.3,90,89.2,85.4,80.2,65.1,x,Census,UNSD,,,,
Mongolia,496,Around 2005,2000,Women,,5.5,46.8,74.7,81.8,82.9,81.3,77.6,71.7,62,49.5,25.8,x,Census,UNSD,,,,
Mongolia,496,Latest,2010,Men,,1.2,27.8,65.4,79,83.7,85.9,86.7,87.5,86.5,84.9,71.9,x,Census,UNSD,,,,
Mongolia,496,Latest,2010,Women,,3.6,41.3,73.8,81.8,83.1,81,77.5,73.4,65.8,58.5,37.2,x,Census,UNSD,,,,
Montenegro,499,Latest,2003,Men,,0.7,7,32.2,58,71.8,79.5,83.4,86.2,87.1,87.3,79.1,,Census,UNSD,,,,
Montenegro,499,Latest,2003,Women,,4.6,28.6,56.6,72.8,78.7,80.7,79.1,75.6,69.6,61,35.9,,Census,UNSD,,,,
Montserrat,500,..,1960,Men,x,0.6,2.2,10.1,30.4,52.2,,69,,69.4,,66,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
Montserrat,500,..,1960,Women,x,0.9,9.2,26.1,41.8,48.1,,50.3,,43.3,,26.8,,Census,UNSD,,"Data shown for age groups 35-39, 45-49 and 55-59 pertain to age groups 35-44, 45-54 and 55-64, respectively. ",,
